age,citizenship,event_location,event_location_district,event_location_region,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,ammunition,killed_by
41.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya,North Gaza,gunfire,missile,Israeli security forces
9.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
13.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
30.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,shell,Israeli security forces
6.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
16.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,live ammunition,Israeli security forces
20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
52.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
54.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,No,al-Bureij R.C.,Deir al-Balah,gunfire,shell,Israeli security forces
12.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,'Izbat Beit Hanoun,North Gaza,gunfire,flechette shells,Israeli security forces
22.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,shell,Israeli security forces
16.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,No,al-Bureij R.C.,Deir al-Balah,gunfire,shell,Israeli security forces
15.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,No,al-Bureij R.C.,Deir al-Balah,gunfire,shell,Israeli security forces
23.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,mortar fire,Israeli security forces
82.0,Palestinian,al-'Atatrah,North Gaza,Gaza Strip,F,No,al-'Atatrah,North Gaza,gunfire,missile,Israeli security forces
34.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,No,Jabalya,North Gaza,gunfire,shell,Israeli security forces
15.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
36.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
16.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,'Izbat Beit Hanoun,North Gaza,gunfire,flechette shells,Israeli security forces
22.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,flechette shells,Israeli security forces
28.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
50.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
32.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
79.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
22.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,Yes,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
21.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,Yes,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
36.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
12.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
27.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
80.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
5.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
12.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
20.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
22.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces
29.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Unknown,Gaza city,Gaza,shelling,missile,Israeli security forces
12.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
51.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
18.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
28.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,'Izbat Beit Hanoun,North Gaza,gunfire,flechette shells,Israeli security forces
32.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,'Izbat Beit Hanoun,North Gaza,gunfire,flechette shells,Israeli security forces
21.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,No,Beit Hanun,North Gaza,gunfire,flechette shells,Israeli security forces
39.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
29.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces
10.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
5.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,No,Beit Lahiya,North Gaza,gunfire,live ammunition,Israeli security forces
4.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,No,Jabalya,North Gaza,gunfire,shell,Israeli security forces
77.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,No,Jabalya,North Gaza,gunfire,shell,Israeli security forces
17.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces
15.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
16.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces
28.0,Palestinian,al-'Atatrah,North Gaza,Gaza Strip,M,Yes,al-'Atatrah,North Gaza,gunfire,shell,Israeli security forces
24.0,Palestinian,Rafah,Rafah,Gaza Strip,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces
66.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
22.0,Israeli,Jabalya R.C.,North Gaza,Gaza Strip,M,,Giv'at Ze'ev,Ramallah and al-Bira,gunfire,mortar fire,Palestinian civilians
23.0,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
49.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
39.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
53.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
58.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
62.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
54.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,No,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces
47.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
3.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,No,Jabalya,North Gaza,gunfire,shell,Israeli security forces
55.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
9.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
14.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,shell,Israeli security forces
24.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces
32.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
33.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
52.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces
21.0,Palestinian,Khan Yunis R.C.,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis R.C.,Khan Yunis,gunfire,missile,Israeli security forces
15.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
31.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,live ammunition,Israeli security forces
61.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,No,Beit Lahiya,North Gaza,gunfire,live ammunition,Israeli security forces
26.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
46.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
13.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
56.0,Palestinian,Juhor a-Dik,Gaza,Gaza Strip,F,No,Deir al-Balah,Deir al-Balah,gunfire,live ammunition,Israeli security forces
35.0,Palestinian,Juhor a-Dik,Gaza,Gaza Strip,F,No,Juhor a-Dik,Gaza,gunfire,live ammunition,Israeli security forces
22.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
31.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
54.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
38.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
7.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,al-'Atatrah,North Gaza,gunfire,phosphorus shell,Israeli security forces
10.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,al-'Atatrah,North Gaza,gunfire,phosphorus shell,Israeli security forces
1.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,No,al-'Atatrah,North Gaza,gunfire,phosphorus shell,Israeli security forces
13.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,al-'Atatrah,North Gaza,gunfire,phosphorus shell,Israeli security forces
16.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,al-'Atatrah,North Gaza,gunfire,live ammunition,Israeli security forces
17.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,al-'Atatrah,North Gaza,gunfire,live ammunition,Israeli security forces
21.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,No,al-'Atatrah,North Gaza,gunfire,phosphorus shell,Israeli security forces
17.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
45.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,al-'Atatrah,North Gaza,gunfire,phosphorus shell,Israeli security forces
40.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
49.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces
12.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
10.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
2.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
41.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
63.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
41.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
46.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
5.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
46.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,live ammunition,Israeli security forces
4.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,live ammunition,Israeli security forces
44.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
31.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,live ammunition,Israeli security forces
14.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
13.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
16.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
1.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,live ammunition,Israeli security forces
62.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,live ammunition,Israeli security forces
36.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
18.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
28.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,No,Jabalya,North Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,al-Mughraqa (Abu Midein),Gaza,Gaza Strip,M,Yes,a-Nuseirat Camp,Deir al-Balah,gunfire,missile,Israeli security forces
17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
12.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
55.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
36.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
27.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
15.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Qalqiliyah,Qalqiliya,West Bank,M,No,Qalqiliya,Qalqiliya,gunfire,missile,Israeli security forces
41.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,flechette shells,Israeli security forces
15.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,flechette shells,Israeli security forces
44.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
16.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
14.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
20.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
19.0,Palestinian,Rafah,Rafah,Gaza Strip,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces
8.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,live ammunition,Israeli security forces
40.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,No,Beit Lahiya,North Gaza,gunfire,live ammunition,Israeli security forces
51.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
35.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
2.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
26.745702592087312,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
26.745702592087312,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
16.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
12.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
40.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
14.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
7.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,No,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces
42.0,Palestinian,Netzarim,Deir al-Balah,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
7.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
15.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
18.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,Yes,Jabalya,North Gaza,gunfire,shell,Israeli security forces
16.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces
2.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces
11.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
22.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces
24.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces
15.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
17.0,Palestinian,Netzarim,Deir al-Balah,Gaza Strip,F,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
28.0,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
